invoice_id,branch,city,customer_type,gender,product_line,unit_price
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34
